0, 1, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0001.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0002.png', 5.05611928206487
441, 442, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0442.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0443.png', 4.586348806342125
442, 443, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0443.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0444.png', 4.673923507828704
443, 444, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0444.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0445.png', 4.744926918403254
444, 445, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0445.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0446.png', 4.299812367499537
445, 446, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0446.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0447.png', 4.326289203498803
446, 447, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0447.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0448.png', 4.391464393769717
447, 448, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0448.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0449.png', 4.38591675987482
448, 449, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0449.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0450.png', 4.813023149044439
449, 450, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0450.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0451.png', 4.905841992829059
450, 451, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0451.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0452.png', 4.536845423845531
451, 452, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0452.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0453.png', 4.594244994795897
452, 453, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0453.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0454.png', 4.4755614112352475
453, 454, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0454.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0455.png', 4.451134466829144
454, 455, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0455.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0456.png', 4.304853202512208
455, 456, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0456.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0457.png', 4.275491293461935
456, 457, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0457.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0458.png', 4.413205682825896
457, 458, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0458.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0459.png', 4.397018733031974
458, 459, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0459.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0460.png', 4.641410122654198
459, 460, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0460.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0461.png', 4.50632989255732
460, 461, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0461.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0462.png', 4.7674113448350175
461, 462, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0462.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0463.png', 4.670226528002987
462, 463, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0463.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0464.png', 4.567573018701426
463, 464, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0464.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0465.png', 4.347029036394362
464, 465, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0465.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0466.png', 4.383175352488559
465, 466, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0466.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0467.png', 4.464728757399779
466, 467, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0467.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0468.png', 4.4452854216596
467, 468, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0468.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0469.png', 4.584881286589993
468, 469, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0469.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0470.png', 4.441895375583719
469, 470, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0470.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0471.png', 4.762641793752417
470, 471, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0471.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0472.png', 4.932176775856634
471, 472, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0472.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0473.png', 4.541199912176283
472, 473, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0473.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0474.png', 4.637663319655196
473, 474, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0474.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0475.png', 5.043392199560968
474, 475, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0475.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0476.png', 4.68056534277739
475, 476, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0476.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0477.png', 4.5911772112476905
476, 477, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0477.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0478.png', 4.886908571763198
477, 478, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0478.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0479.png', 5.237996948064555
478, 479, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0479.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0480.png', 4.6284418017406
479, 480, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0480.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0481.png', 4.720800934975593
480, 481, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0481.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0482.png', 4.930119202027266
481, 482, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0482.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0483.png', 4.987798749124617
482, 483, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0483.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0484.png', 4.009006750807855
483, 484, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0484.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0485.png', 4.922694763431945
484, 485, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0485.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0486.png', 4.925159701637173
485, 486, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0486.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0487.png', 4.2903934126468535
486, 487, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0487.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0488.png', 4.866697138534815
487, 488, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0488.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0489.png', 5.2886482723553
488, 489, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0489.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0490.png', 4.940861354703486
489, 490, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0490.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0491.png', 4.456493979152872
490, 491, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0491.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0492.png', 5.071794061650916
491, 492, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0492.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0493.png', 5.157454713085548
492, 493, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0493.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0494.png', 4.854211919531567
493, 494, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0494.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0495.png', 4.858351865979311
494, 495, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0495.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0496.png', 5.2630095931464265
495, 496, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0496.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0497.png', 5.674586194637696
496, 497, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0497.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0498.png', 5.7598389350907455
497, 498, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0498.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0499.png', 5.814554648230266
498, 499, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0499.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0500.png', 5.59542798094991
499, 500, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0500.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0501.png', 5.627487412169025
500, 501, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0501.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0502.png', 5.669069838277082
501, 502, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0502.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0503.png', 6.048231138172117
502, 503, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0503.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0504.png', 6.023498825869991
503, 504, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0504.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0505.png', 5.969626754543586
504, 505, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0505.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0506.png', 5.35916457646065
505, 506, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0506.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0507.png', 4.849302729619872
506, 507, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0507.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0508.png', 5.123094477509746
507, 508, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0508.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0509.png', 4.902632089776084
508, 509, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0509.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0510.png', 4.6508884095273535
509, 510, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0510.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0511.png', 5.262599201881527
510, 511, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0511.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0512.png', 5.100490582063587
511, 512, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0512.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0513.png', 4.842553431114819
512, 513, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0513.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0514.png', 5.153914707534423
513, 514, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0514.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0515.png', 5.275912714544473
514, 515, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0515.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0516.png', 4.902540154901214
515, 516, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0516.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0517.png', 5.052135367703366
516, 517, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0517.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0518.png', 5.521596004112216
517, 518, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0518.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0519.png', 5.4669746037026785
518, 519, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0519.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0520.png', 5.362315162690887
519, 520, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0520.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0521.png', 5.6082665733424415
520, 521, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0521.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0522.png', 5.590785136371914
521, 522, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0522.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0523.png', 4.791814721889848
522, 523, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0523.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0524.png', 5.5280840619168705
523, 524, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0524.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0525.png', 5.457358452664221
524, 525, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0525.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0526.png', 5.350661566385067
525, 526, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0526.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0527.png', 5.398020340111194
526, 527, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0527.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0528.png', 4.825652997141572
527, 528, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0528.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0529.png', 5.28556990849186
528, 529, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0529.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0530.png', 5.292730983518416
529, 530, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0530.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0531.png', 5.008106282559564
530, 531, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0531.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0532.png', 5.577411952658763
531, 532, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0532.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0533.png', 5.561076888404916
532, 533, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0533.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0534.png', 5.179306362580952
533, 534, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0534.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0535.png', 4.957201940277674
534, 535, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0535.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0536.png', 5.12541609486846
535, 536, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0536.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0537.png', 5.498521241998391
536, 537, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0537.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0538.png', 5.326684207424059
537, 538, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0538.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0539.png', 4.680110300064469
538, 539, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0539.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0540.png', 4.965974260123746
539, 540, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0540.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0541.png', 4.963305764669585
540, 541, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0541.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0542.png', 5.398333891599582
541, 542, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0542.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0543.png', 5.345113449926552
542, 543, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0543.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0544.png', 4.981285521418854
543, 544, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0544.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0545.png', 4.695557530325471
544, 545, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0545.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0546.png', 4.943279020838013
545, 546, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0546.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0547.png', 5.088677861085307
546, 547, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0547.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0548.png', 4.819937372940943
547, 548, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0548.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0549.png', 4.245906798930563
548, 549, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0549.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0550.png', 4.413486928352665
549, 550, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0550.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0551.png', 4.7035872362398585
550, 551, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0551.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0552.png', 4.5249166795296
551, 552, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0552.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0553.png', 4.16996628268119
552, 553, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0553.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0554.png', 4.364551714048525
553, 554, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0554.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0555.png', 4.5038472626010915
554, 555, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0555.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0556.png', 4.677370397602858
555, 556, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0556.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0557.png', 4.702862021809865
556, 557, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0557.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0558.png', 4.516081459589064
557, 558, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0558.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0559.png', 4.832179915462677
558, 559, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0559.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0560.png', 4.478060171892768
559, 560, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0560.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0561.png', 4.5189756801902
560, 561, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0561.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0562.png', 4.55541912096252
561, 562, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0562.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0563.png', 5.093325780685291
562, 563, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0563.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0564.png', 4.538374383754107
563, 564, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0564.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0565.png', 4.569430989904226
564, 565, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0565.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0566.png', 4.9338383175015466
565, 566, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0566.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0567.png', 4.746951899457421
566, 567, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0567.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0568.png', 4.7087993486390465
567, 568, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0568.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0569.png', 5.003873890977924
568, 569, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0569.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0570.png', 4.693104806154489
569, 570, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0570.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0571.png', 4.934045183203502
570, 571, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0571.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0572.png', 4.837049375325679
571, 572, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0572.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0573.png', 4.637363025482945
572, 573, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0573.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0574.png', 5.1323650709757
573, 574, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0574.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0575.png', 4.651004561660132
574, 575, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0575.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0576.png', 4.854134654658799
575, 576, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0576.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0577.png', 5.109789404760182
576, 577, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0577.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0578.png', 4.941768469581651
577, 578, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0578.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0579.png', 4.807730080227499
578, 579, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0579.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0580.png', 5.165767981554127
579, 580, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0580.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0581.png', 5.016552723655123
580, 581, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0581.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0582.png', 4.396952077185084
581, 582, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0582.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0583.png', 5.054123546581216
582, 583, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0583.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0584.png', 5.022442477594018
583, 584, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0584.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0585.png', 3.9584458850126483
584, 585, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0585.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0586.png', 4.917743856354927
585, 586, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0586.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0587.png', 5.085358416977505
586, 587, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0587.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0588.png', 4.670717888543765
587, 588, './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0588.png', './GTEA61/processed_frames2/S1/shake_tea,cup/1/rgb/rgb0589.png', 4.721747134993337
